geneA_id	geneB_id	geneA_position	geneB_position	intervening_genes	operon_id	operon_length
P0ABA0	P0ABA6	1	4	2	174355	6
P0ABA0	P0ABB4	1	5	3	174355	6
P0A6E6	P0ABA0	6	1	4	174355	6
P0ABA4	P0ABB0	2	3	0	174355	6
P0ABA4	P0ABA6	2	4	1	174355	6
P0ABA4	P0ABB4	2	5	2	174355	6
P0A6E6	P0ABA4	6	2	3	174355	6
P0ABA6	P0ABB0	4	3	0	174355	6
P0ABB0	P0ABB4	3	5	1	174355	6
P0A6E6	P0ABB0	6	3	2	174355	6
P0ABA6	P0ABB4	4	5	0	174355	6
P0A6E6	P0ABA6	6	4	1	174355	6
P0A6E6	P0ABB4	6	5	0	174355	6
P75967	P75968	2	1	0	173892	2
P0AEE1	P37619	2	1	0	174411	2
P0A756	P45522	1	2	0	174436	3
P0A756	P0ADW8	1	3	1	174436	3
P0ADW8	P45522	3	2	0	174436	3
P30235	P33025	1	2	0	174076	3
P30235	P33024	1	3	1	174076	3
P33024	P33025	3	2	0	174076	3
P46846	P63020	1	2	0	174423	2
P54745	P54746	1	2	0	173812	2
P04335	P24251	1	2	0	173706	2
P0AG40	P75620	2	1	0	173661	4
P00956	P75620	3	1	1	173661	4
P00804	P75620	4	1	2	173661	4
P00956	P0AG40	3	2	0	173661	4
P00804	P0AG40	4	2	1	173661	4
P00804	P00956	4	3	0	173661	4
P0AD35	P76510	1	2	0	174112	5
P0AD35	P76509	1	3	1	174112	5
P0AD35	P76508	1	4	2	174112	5
P0AD35	P77656	1	5	3	174112	5
P76509	P76510	3	2	0	174112	5
P76508	P76510	4	2	1	174112	5
P76510	P77656	2	5	2	174112	5
P76508	P76509	4	3	0	174112	5
P76509	P77656	3	5	1	174112	5
P76508	P77656	4	5	0	174112	5
P69210	P69212	2	1	0	173972	2
Q46864	Q46865	2	1	0	174248	2
P0AC59	P69367	2	1	0	173880	2
P76077	P76078	1	2	0	173935	11
P76077	P76079	1	3	1	173935	11
P76077	P76080	1	4	2	173935	11
P76077	P76081	1	5	3	173935	11
P76077	P76082	1	6	4	173935	11
P76077	P77467	1	7	5	173935	11
P76077	P76083	1	8	6	173935	11
P76077	P76084	1	9	7	173935	11
P0C7L2	P76077	10	1	8	173935	11
P76077	P76085	1	11	9	173935	11
P76078	P76079	2	3	0	173935	11
P76078	P76080	2	4	1	173935	11
P76078	P76081	2	5	2	173935	11
P76078	P76082	2	6	3	173935	11
P76078	P77467	2	7	4	173935	11
P76078	P76083	2	8	5	173935	11
P76078	P76084	2	9	6	173935	11
P0C7L2	P76078	10	2	7	173935	11
P76078	P76085	2	11	8	173935	11
P76079	P76080	3	4	0	173935	11
P76079	P76081	3	5	1	173935	11
P76079	P76082	3	6	2	173935	11
P76079	P77467	3	7	3	173935	11
P76079	P76083	3	8	4	173935	11
P76079	P76084	3	9	5	173935	11
P0C7L2	P76079	10	3	6	173935	11
P76079	P76085	3	11	7	173935	11
P76080	P76081	4	5	0	173935	11
P76080	P76082	4	6	1	173935	11
P76080	P77467	4	7	2	173935	11
P76080	P76083	4	8	3	173935	11
P76080	P76084	4	9	4	173935	11
P0C7L2	P76080	10	4	5	173935	11
P76080	P76085	4	11	6	173935	11
P76081	P76082	5	6	0	173935	11
P76081	P77467	5	7	1	173935	11
P76081	P76083	5	8	2	173935	11
P76081	P76084	5	9	3	173935	11
P0C7L2	P76081	10	5	4	173935	11
P76081	P76085	5	11	5	173935	11
P76082	P77467	6	7	0	173935	11
P76082	P76083	6	8	1	173935	11
P76082	P76084	6	9	2	173935	11
P0C7L2	P76082	10	6	3	173935	11
P76082	P76085	6	11	4	173935	11
P76083	P77467	8	7	0	173935	11
P76084	P77467	9	7	1	173935	11
P0C7L2	P77467	10	7	2	173935	11
P76085	P77467	11	7	3	173935	11
P76083	P76084	8	9	0	173935	11
P0C7L2	P76083	10	8	1	173935	11
P76083	P76085	8	11	2	173935	11
P0C7L2	P76084	10	9	0	173935	11
P76084	P76085	9	11	1	173935	11
P0C7L2	P76085	10	11	0	173935	11
P10408	P62395	2	1	0	173677	2
P02930	Q79CP2	1	2	0	174253	4
P02930	P0ADT2	1	3	1	174253	4
P02930	P0ADT5	1	4	2	174253	4
P0ADT2	Q79CP2	3	2	0	174253	4
P0ADT5	Q79CP2	4	2	1	174253	4
P0ADT2	P0ADT5	3	4	0	174253	4
P08189	P30130	2	1	0	174500	4
P08190	P30130	3	1	1	174500	4
P08191	P30130	4	1	2	174500	4
P08189	P08190	2	3	0	174500	4
P08189	P08191	2	4	1	174500	4
P08190	P08191	3	4	0	174500	4
P09348	P0AF06	1	2	0	174027	4
P07363	P09348	3	1	1	174027	4
P09348	P0A964	1	4	2	174027	4
P07363	P0AF06	3	2	0	174027	4
P0A964	P0AF06	4	2	1	174027	4
P07363	P0A964	3	4	0	174027	4
P31133	P31134	1	2	0	173837	6
P31133	P31135	1	3	1	173837	6
P0AFL1	P31133	4	1	2	173837	6
P0AAZ0	P31133	5	1	3	173837	6
P31133	P75817	1	6	4	173837	6
P31134	P31135	2	3	0	173837	6
P0AFL1	P31134	4	2	1	173837	6
P0AAZ0	P31134	5	2	2	173837	6
P31134	P75817	2	6	3	173837	6
P0AFL1	P31135	4	3	0	173837	6
P0AAZ0	P31135	5	3	1	173837	6
P31135	P75817	3	6	2	173837	6
P0AAZ0	P0AFL1	5	4	0	173837	6
P0AFL1	P75817	4	6	1	173837	6
P0AAZ0	P75817	5	6	0	173837	6
P76108	P77795	1	2	0	173942	5
P76108	P77156	1	3	1	173942	5
P0AFR9	P76108	4	1	2	173942	5
P76108	P77674	1	5	3	173942	5
P77156	P77795	3	2	0	173942	5
P0AFR9	P77795	4	2	1	173942	5
P77674	P77795	5	2	2	173942	5
P0AFR9	P77156	4	3	0	173942	5
P77156	P77674	3	5	1	173942	5
P0AFR9	P77674	4	5	0	173942	5
P45475	P45527	2	1	0	174279	3
P0ADV5	P45527	3	1	1	174279	3
P0ADV5	P45475	3	2	0	174279	3
P31459	P31460	2	1	0	174365	4
P31460	Q6BF16	1	3	1	174365	4
P31460	Q6BF17	1	4	2	174365	4
P31459	Q6BF16	2	3	0	174365	4
P31459	Q6BF17	2	4	1	174365	4
Q6BF16	Q6BF17	3	4	0	174365	4
P0A8I3	P30143	2	1	0	173654	2
P45551	P45552	2	1	0	174429	8
P45550	P45552	3	1	1	174429	8
P45549	P45552	4	1	2	174429	8
P45548	P45552	5	1	3	174429	8
P45552	P64631	1	6	4	174429	8
P45546	P45552	7	1	5	174429	8
P45545	P45552	8	1	6	174429	8
P45550	P45551	3	2	0	174429	8
P45549	P45551	4	2	1	174429	8
P45548	P45551	5	2	2	174429	8
P45551	P64631	2	6	3	174429	8
P45546	P45551	7	2	4	174429	8
P45545	P45551	8	2	5	174429	8
P45549	P45550	4	3	0	174429	8
P45548	P45550	5	3	1	174429	8
P45550	P64631	3	6	2	174429	8
P45546	P45550	7	3	3	174429	8
P45545	P45550	8	3	4	174429	8
P45548	P45549	5	4	0	174429	8
P45549	P64631	4	6	1	174429	8
P45546	P45549	7	4	2	174429	8
P45545	P45549	8	4	3	174429	8
P45548	P64631	5	6	0	174429	8
P45546	P45548	7	5	1	174429	8
P45545	P45548	8	5	2	174429	8
P45546	P64631	7	6	0	174429	8
P45545	P64631	8	6	1	174429	8
P45545	P45546	8	7	0	174429	8
P77381	P77627	2	1	0	173794	2
P43672	P75864	2	1	0	173855	2
P0A6P5	P76575	1	2	0	174147	2
P27832	P27833	1	2	0	174346	6
P0AAA7	P27832	3	1	1	174346	6
P27832	P56258	1	4	2	174346	6
P27832	P27835	1	5	3	174346	6
P27832	P27836	1	6	4	174346	6
P0AAA7	P27833	3	2	0	174346	6
P27833	P56258	2	4	1	174346	6
P27833	P27835	2	5	2	174346	6
P27833	P27836	2	6	3	174346	6
P0AAA7	P56258	3	4	0	174346	6
P0AAA7	P27835	3	5	1	174346	6
P0AAA7	P27836	3	6	2	174346	6
P27835	P56258	5	4	0	174346	6
P27836	P56258	6	4	1	174346	6
P27835	P27836	5	6	0	174346	6
P55138	P77031	2	1	0	174199	2
P0AB98	P0ABC0	2	1	0	174354	3
P0ABC0	P68699	1	3	1	174354	3
P0AB98	P68699	2	3	0	174354	3
P67444	P76641	1	2	0	174223	3
P67444	Q46817	1	3	1	174223	3
P76641	Q46817	2	3	0	174223	3
P77257	P77672	1	2	0	173957	7
P0AFS1	P77257	3	1	1	173957	7
P76142	P77257	4	1	2	173957	7
P76143	P77257	5	1	3	173957	7
P64461	P77257	6	1	4	173957	7
P76145	P77257	7	1	5	173957	7
P0AFS1	P77672	3	2	0	173957	7
P76142	P77672	4	2	1	173957	7
P76143	P77672	5	2	2	173957	7
P64461	P77672	6	2	3	173957	7
P76145	P77672	7	2	4	173957	7
P0AFS1	P76142	3	4	0	173957	7
P0AFS1	P76143	3	5	1	173957	7
P0AFS1	P64461	3	6	2	173957	7
P0AFS1	P76145	3	7	3	173957	7
P76142	P76143	4	5	0	173957	7
P64461	P76142	6	4	1	173957	7
P76142	P76145	4	7	2	173957	7
P64461	P76143	6	5	0	173957	7
P76143	P76145	5	7	1	173957	7
P64461	P76145	6	7	0	173957	7
P76422	P76423	2	1	0	174063	4
P76421	P76423	3	1	1	174063	4
P0ACM5	P76423	4	1	2	174063	4
P76421	P76422	3	2	0	174063	4
P0ACM5	P76422	4	2	1	174063	4
P0ACM5	P76421	4	3	0	174063	4
P0AEP9	P52073	1	2	0	174241	5
P0AEP9	P52074	1	3	1	174241	5
P0AEP9	P0AEQ1	1	4	2	174241	5
P0AEP9	P37330	1	5	3	174241	5
P52073	P52074	2	3	0	174241	5
P0AEQ1	P52073	4	2	1	174241	5
P37330	P52073	5	2	2	174241	5
P0AEQ1	P52074	4	3	0	174241	5
P37330	P52074	5	3	1	174241	5
P0AEQ1	P37330	4	5	0	174241	5
P0AA89	P76129	1	2	0	173952	2
P0A9I3	P0AE52	1	2	0	174139	2
P77359	P77427	2	1	0	173795	2
P18392	P52108	2	1	0	173975	3
P16525	P52108	3	1	1	173975	3
P16525	P18392	3	2	0	173975	3
P0A772	P0AC65	2	1	0	174178	4
P0AC65	P39452	1	3	1	174178	4
P0AC65	P37146	1	4	2	174178	4
P0A772	P39452	2	3	0	174178	4
P0A772	P37146	2	4	1	174178	4
P37146	P39452	4	3	0	174178	4
P12281	P12282	1	2	0	173831	2
P0AAK1	P16429	1	2	0	174188	8
P0AAK1	P16430	1	3	1	174188	8
P0AAK1	P16431	1	4	2	174188	8
P0AAK1	P16432	1	5	3	174188	8
P0AAK1	P16433	1	6	4	174188	8
P0AAK1	P0AEV7	1	7	5	174188	8
P0AAK1	P0AEV9	1	8	6	174188	8
P16429	P16430	2	3	0	174188	8
P16429	P16431	2	4	1	174188	8
P16429	P16432	2	5	2	174188	8
P16429	P16433	2	6	3	174188	8
P0AEV7	P16429	7	2	4	174188	8
P0AEV9	P16429	8	2	5	174188	8
P16430	P16431	3	4	0	174188	8
P16430	P16432	3	5	1	174188	8
P16430	P16433	3	6	2	174188	8
P0AEV7	P16430	7	3	3	174188	8
P0AEV9	P16430	8	3	4	174188	8
P16431	P16432	4	5	0	174188	8
P16431	P16433	4	6	1	174188	8
P0AEV7	P16431	7	4	2	174188	8
P0AEV9	P16431	8	4	3	174188	8
P16432	P16433	5	6	0	174188	8
P0AEV7	P16432	7	5	1	174188	8
P0AEV9	P16432	8	5	2	174188	8
P0AEV7	P16433	7	6	0	174188	8
P0AEV9	P16433	8	6	1	174188	8
P0AEV7	P0AEV9	7	8	0	174188	8
P52645	P64448	1	2	0	173934	3
P52645	P76076	1	3	1	173934	3
P64448	P76076	2	3	0	173934	3
P28915	P77779	2	1	0	173805	2
P0AA53	P0AAS3	1	2	0	173762	2
P0AAD8	P0AGF6	2	1	0	174269	3
P0AGF6	P11868	1	3	1	174269	3
P0AAD8	P11868	2	3	0	174269	3
P0A6C1	P62723	2	1	0	174075	3
P33020	P62723	3	1	1	174075	3
P0A6C1	P33020	2	3	0	174075	3
P13039	P18393	1	2	0	173784	3
P11454	P13039	3	1	1	173784	3
P11454	P18393	3	2	0	173784	3
P0AER3	P0AER5	1	2	0	173796	4
P0AAG3	P0AER3	3	1	1	173796	4
P0AER3	P41409	1	4	2	173796	4
P0AAG3	P0AER5	3	2	0	173796	4
P0AER5	P41409	2	4	1	173796	4
P0AAG3	P41409	3	4	0	173796	4
P46855	P46856	1	2	0	174417	4
P0CF07	P46855	3	1	1	174417	4
P0CF25	P46855	4	1	2	174417	4
P0CF07	P46856	3	2	0	174417	4
P0CF25	P46856	4	2	1	174417	4
P0CF07	P0CF25	3	4	0	174417	4
P0ACM9	P32134	1	2	0	174332	2
P0C8K0	P42904	1	2	0	174272	2
P0AGM0	P37623	1	2	0	174410	2
P0ACJ5	P77265	1	2	0	173755	3
P0AAG5	P0ACJ5	3	1	1	173755	3
P0AAG5	P77265	3	2	0	173755	3
P02916	P68183	1	2	0	174449	2
P0AD14	P0AFT5	1	2	0	174067	3
P0AD14	P33355	1	3	1	174067	3
P0AFT5	P33355	2	3	0	174067	3
P33348	P33349	1	2	0	174066	4
P33348	P33352	1	3	1	174066	4
P33348	P33353	1	4	2	174066	4
P33349	P33352	2	3	0	174066	4
P33349	P33353	2	4	1	174066	4
P33352	P33353	3	4	0	174066	4
P0CF47	P0CF61	1	2	0	173875	2
P25740	P25742	2	1	0	174378	6
P25741	P25742	3	1	1	174378	6
P25742	P27126	1	4	2	174378	6
P25742	P27127	1	5	3	174378	6
P25742	P27128	1	6	4	174378	6
P25740	P25741	2	3	0	174378	6
P25740	P27126	2	4	1	174378	6
P25740	P27127	2	5	2	174378	6
P25740	P27128	2	6	3	174378	6
P25741	P27126	3	4	0	174378	6
P25741	P27127	3	5	1	174378	6
P25741	P27128	3	6	2	174378	6
P27126	P27127	4	5	0	174378	6
P27126	P27128	4	6	1	174378	6
P27127	P27128	5	6	0	174378	6
P0ABU5	P46022	1	2	0	174289	2
P0A7T3	P0A7X6	1	2	0	174165	4
P0A7T3	P0A873	1	3	1	174165	4
P0A7K6	P0A7T3	4	1	2	174165	4
P0A7X6	P0A873	2	3	0	174165	4
P0A7K6	P0A7X6	4	2	1	174165	4
P0A7K6	P0A873	4	3	0	174165	4
P0AGK1	P26602	2	1	0	174451	2
P23876	P23877	1	2	0	173785	3
P23876	P23878	1	3	1	173785	3
P23877	P23878	2	3	0	173785	3
P05041	P43337	1	2	0	174007	2
P07003	P75823	1	2	0	173840	4
P07003	P75822	1	3	1	173840	4
P07003	P75821	1	4	2	173840	4
P75822	P75823	3	2	0	173840	4
P75821	P75823	4	2	1	173840	4
P75821	P75822	4	3	0	173840	4
P76535	P77272	1	2	0	174127	3
P76535	P77619	1	3	1	174127	3
P77272	P77619	2	3	0	174127	3
P0ACK5	P75806	2	1	0	173834	2
P09831	P09832	1	2	0	174291	2
P76290	P76291	1	2	0	174022	2
P0A7R9	P0A7S9	2	1	0	174443	5
P0A7S9	P0A7V8	1	3	1	174443	5
P0A7S9	P0A7Z4	1	4	2	174443	5
P0A7S9	P0AG44	1	5	3	174443	5
P0A7R9	P0A7V8	2	3	0	174443	5
P0A7R9	P0A7Z4	2	4	1	174443	5
P0A7R9	P0AG44	2	5	2	174443	5
P0A7V8	P0A7Z4	3	4	0	174443	5
P0A7V8	P0AG44	3	5	1	174443	5
P0A7Z4	P0AG44	4	5	0	174443	5
P37689	P37690	1	2	0	174382	3
P37689	P37691	1	3	1	174382	3
P37690	P37691	2	3	0	174382	3
P0A8G9	P22939	1	2	0	173749	3
P0A8G9	P77488	1	3	1	173749	3
P22939	P77488	2	3	0	173749	3
P0ACV6	Q2EER5	2	1	0	173924	2
P0ABN9	P14407	1	2	0	174465	2
P0AFY8	P36938	1	2	0	173800	2
P0A6F3	P0AER0	2	1	0	174321	2
P42591	P42592	1	2	0	174260	2
P40874	P64442	1	2	0	173879	2
P0AF54	P32705	1	2	0	174456	2
P75678	P77206	1	2	0	173710	2
P0AEH3	P0AEH5	1	2	0	174096	2
P77368	P77634	1	2	0	173777	2
P31660	P77243	1	2	0	173728	3
P31660	P77495	1	3	1	173728	3
P77243	P77495	2	3	0	173728	3
P15005	P15006	1	2	0	174505	2
P0AFI0	P69902	2	1	0	174118	3
P0AA49	P69902	3	1	1	174118	3
P0AA49	P0AFI0	3	2	0	174118	3
P0A870	P0AF03	1	2	0	173655	2
P76458	P76459	1	2	0	174087	4
P76458	P76460	1	3	1	174087	4
P76458	P76461	1	4	2	174087	4
P76459	P76460	2	3	0	174087	4
P76459	P76461	2	4	1	174087	4
P76460	P76461	3	4	0	174087	4
P0ABG1	P60472	2	1	0	173694	4
P0AEH1	P60472	3	1	1	173694	4
P0A940	P60472	4	1	2	173694	4
P0ABG1	P0AEH1	2	3	0	173694	4
P0A940	P0ABG1	4	2	1	173694	4
P0A940	P0AEH1	4	3	0	173694	4
P45394	P45395	1	2	0	174287	8
P0ABZ4	P45394	3	1	1	174287	8
P0ADV9	P45394	4	1	2	174287	8
P0ADV1	P45394	5	1	3	174287	8
P0A9V1	P45394	6	1	4	174287	8
P24255	P45394	7	1	5	174287	8
P0AFX0	P45394	8	1	6	174287	8
P0ABZ4	P45395	3	2	0	174287	8
P0ADV9	P45395	4	2	1	174287	8
P0ADV1	P45395	5	2	2	174287	8
P0A9V1	P45395	6	2	3	174287	8
P24255	P45395	7	2	4	174287	8
P0AFX0	P45395	8	2	5	174287	8
P0ABZ4	P0ADV9	3	4	0	174287	8
P0ABZ4	P0ADV1	3	5	1	174287	8
P0A9V1	P0ABZ4	6	3	2	174287	8
P0ABZ4	P24255	3	7	3	174287	8
P0ABZ4	P0AFX0	3	8	4	174287	8
P0ADV1	P0ADV9	5	4	0	174287	8
P0A9V1	P0ADV9	6	4	1	174287	8
P0ADV9	P24255	4	7	2	174287	8
P0ADV9	P0AFX0	4	8	3	174287	8
P0A9V1	P0ADV1	6	5	0	174287	8
P0ADV1	P24255	5	7	1	174287	8
P0ADV1	P0AFX0	5	8	2	174287	8
P0A9V1	P24255	6	7	0	174287	8
P0A9V1	P0AFX0	6	8	1	174287	8
P0AFX0	P24255	8	7	0	174287	8
P06864	P0AC73	1	2	0	174259	3
P06864	P42590	1	3	1	174259	3
P0AC73	P42590	2	3	0	174259	3
P14294	P16456	2	1	0	173997	2
P0A9R7	P10121	2	1	0	174414	3
P0AC30	P10121	3	1	1	174414	3
P0A9R7	P0AC30	2	3	0	174414	3
P14175	P14176	1	2	0	174179	3
P0AFM2	P14175	3	1	1	174179	3
P0AFM2	P14176	3	2	0	174179	3
P0AB20	P75876	2	1	0	173859	2
P0AD40	P15042	2	1	0	174123	2
P33668	P77759	1	2	0	173766	3
P33668	P33669	1	3	1	173766	3
P33669	P77759	3	2	0	173766	3
P76041	P76042	1	2	0	173922	11
P0AFR7	P76041	3	1	1	173922	11
P76041	P77716	1	4	2	173922	11
P76041	P76043	1	5	3	173922	11
P76041	P76044	1	6	4	173922	11
P76041	P77503	1	7	5	173922	11
P76041	P77154	1	8	6	173922	11
P76041	P77366	1	9	7	173922	11
P76041	P77481	1	10	8	173922	11
P76041	P77481	1	10	8	173922	11
P0AFR7	P76042	3	2	0	173922	11
P76042	P77716	2	4	1	173922	11
P76042	P76043	2	5	2	173922	11
P76042	P76044	2	6	3	173922	11
P76042	P77503	2	7	4	173922	11
P76042	P77154	2	8	5	173922	11
P76042	P77366	2	9	6	173922	11
P76042	P77481	2	10	7	173922	11
P76042	P77481	2	10	7	173922	11
P0AFR7	P77716	3	4	0	173922	11
P0AFR7	P76043	3	5	1	173922	11
P0AFR7	P76044	3	6	2	173922	11
P0AFR7	P77503	3	7	3	173922	11
P0AFR7	P77154	3	8	4	173922	11
P0AFR7	P77366	3	9	5	173922	11
P0AFR7	P77481	3	10	6	173922	11
P0AFR7	P77481	3	10	6	173922	11
P76043	P77716	5	4	0	173922	11
P76044	P77716	6	4	1	173922	11
P77503	P77716	7	4	2	173922	11
P77154	P77716	8	4	3	173922	11
P77366	P77716	9	4	4	173922	11
P77481	P77716	10	4	5	173922	11
P77481	P77716	10	4	5	173922	11
P76043	P76044	5	6	0	173922	11
P76043	P77503	5	7	1	173922	11
P76043	P77154	5	8	2	173922	11
P76043	P77366	5	9	3	173922	11
P76043	P77481	5	10	4	173922	11
P76043	P77481	5	10	4	173922	11
P76044	P77503	6	7	0	173922	11
P76044	P77154	6	8	1	173922	11
P76044	P77366	6	9	2	173922	11
P76044	P77481	6	10	3	173922	11
P76044	P77481	6	10	3	173922	11
P77154	P77503	8	7	0	173922	11
P77366	P77503	9	7	1	173922	11
P77481	P77503	10	7	2	173922	11
P77481	P77503	10	7	2	173922	11
P77154	P77366	8	9	0	173922	11
P77154	P77481	8	10	1	173922	11
P77154	P77481	8	10	1	173922	11
P77366	P77481	9	10	0	173922	11
P77366	P77481	9	10	0	173922	11
Q47149	Q47150	2	1	0	173703	2
P31552	P31572	2	1	0	173664	4
P31551	P31572	3	1	1	173664	4
P31572	P39206	1	4	2	173664	4
P31551	P31552	3	2	0	173664	4
P31552	P39206	2	4	1	173664	4
P31551	P39206	3	4	0	173664	4
P09373	P0AC23	2	1	0	173847	2
P13036	P15028	1	2	0	174492	5
P13036	P15030	1	3	1	174492	5
P13036	P15029	1	4	2	174492	5
P13036	P15031	1	5	3	174492	5
P15028	P15030	2	3	0	174492	5
P15028	P15029	2	4	1	174492	5
P15028	P15031	2	5	2	174492	5
P15029	P15030	4	3	0	174492	5
P15030	P15031	3	5	1	174492	5
P15029	P15031	4	5	0	174492	5
P09557	P29010	1	2	0	173967	2
P31553	P60584	1	2	0	173665	2
P39366	P58035	1	2	0	174496	4
P39365	P39366	3	1	1	174496	4
P39364	P39366	4	1	2	174496	4
P39365	P58035	3	2	0	174496	4
P39364	P58035	4	2	1	174496	4
P39364	P39365	4	3	0	174496	4
P0A8T7	P0A8V2	2	1	0	174309	2
P25527	P37338	1	2	0	174175	2
P46923	P52005	2	1	0	174023	2
P04425	P0AGL7	2	1	0	174235	2
P0ADP2	P27844	1	2	0	174343	2
P0A7F9	P0A847	1	2	0	173746	5
P0A7F9	P0ADZ7	1	3	1	173746	5
P0A7F9	P0AG90	1	4	2	173746	5
P0A7F9	P0AG93	1	5	3	173746	5
P0A847	P0ADZ7	2	3	0	173746	5
P0A847	P0AG90	2	4	1	173746	5
P0A847	P0AG93	2	5	2	173746	5
P0ADZ7	P0AG90	3	4	0	173746	5
P0ADZ7	P0AG93	3	5	1	173746	5
P0AG90	P0AG93	4	5	0	173746	5
P30750	P31547	1	2	0	173700	3
P28635	P30750	3	1	1	173700	3
P28635	P31547	3	2	0	173700	3
P0A9F1	P75788	1	2	0	173829	2
P37339	P76621	2	1	0	174174	4
P25526	P76621	3	1	1	174174	4
P22256	P76621	4	1	2	174174	4
P25526	P37339	3	2	0	174174	4
P22256	P37339	4	2	1	174174	4
P22256	P25526	4	3	0	174174	4
P0AEQ3	P0AEQ6	1	2	0	173828	3
P0AEQ3	P10346	1	3	1	173828	3
P0AEQ6	P10346	2	3	0	173828	3
P0ACL7	P33231	2	1	0	174384	3
P33231	P33232	1	3	1	174384	3
P0ACL7	P33232	2	3	0	174384	3
P0A6U3	P0A6U5	1	2	0	174353	2
P0A8I8	P0AAT6	2	1	0	173792	5
P0AAT6	P0AD65	1	3	1	173792	5
P0AAT6	P0ABG7	1	4	2	173792	5
P0AAT6	P10100	1	5	3	173792	5
P0A8I8	P0AD65	2	3	0	173792	5
P0A8I8	P0ABG7	2	4	1	173792	5
P0A8I8	P10100	2	5	2	173792	5
P0ABG7	P0AD65	4	3	0	173792	5
P0AD65	P10100	3	5	1	173792	5
P0ABG7	P10100	4	5	0	173792	5
P0A8R7	P76046	2	1	0	173923	2
P0ADA1	P0AFP4	1	2	0	173764	3
P0ADA1	P77395	1	3	1	173764	3
P0AFP4	P77395	2	3	0	173764	3
P23484	P23485	1	2	0	174493	2
P00968	P0A6F1	2	1	0	173663	2
P45464	P45465	1	2	0	174276	4
P45464	P66817	1	3	1	174276	4
P45464	P64596	1	4	2	174276	4
P45465	P66817	2	3	0	174276	4
P45465	P64596	2	4	1	174276	4
P64596	P66817	4	3	0	174276	4
P0AG76	P13458	1	2	0	173743	2
P0A6H8	P0A8L7	1	2	0	173909	2
P04128	P39264	1	2	0	174499	3
P04128	P31697	1	3	1	174499	3
P31697	P39264	3	2	0	174499	3
P0A7C2	P28303	1	2	0	174452	2
P0A6W0	P76149	2	1	0	173958	3
P76148	P76149	3	1	1	173958	3
P0A6W0	P76148	2	3	0	173958	3
P36655	P69488	2	1	0	174470	3
P0ACU7	P69488	3	1	1	174470	3
P0ACU7	P36655	3	2	0	174470	3
P0A7X3	P0AA10	2	1	0	174295	2
P76204	P77649	1	2	0	173988	2
P06971	P07821	1	2	0	173688	4
P06971	P07822	1	3	1	173688	4
P06971	P06972	1	4	2	173688	4
P07821	P07822	2	3	0	173688	4
P06972	P07821	4	2	1	173688	4
P06972	P07822	4	3	0	173688	4
P0AA16	P0AEJ4	1	2	0	174425	2
P0AEH8	P39379	2	1	0	174502	4
P39377	P39379	3	1	1	174502	4
P39376	P39379	4	1	2	174502	4
P0AEH8	P39377	2	3	0	174502	4
P0AEH8	P39376	2	4	1	174502	4
P39376	P39377	4	3	0	174502	4
P0AFB5	P0AFB8	1	2	0	174333	2
P0AA82	P25524	1	2	0	173729	2
P0AAA3	P71301	2	1	0	173720	6
P71301	P77188	1	3	1	173720	6
P71301	P77802	1	4	2	173720	6
P71301	P77694	1	5	3	173720	6
P71301	P77263	1	6	4	173720	6
P0AAA3	P77188	2	3	0	173720	6
P0AAA3	P77802	2	4	1	173720	6
P0AAA3	P77694	2	5	2	173720	6
P0AAA3	P77263	2	6	3	173720	6
P77188	P77802	3	4	0	173720	6
P77188	P77694	3	5	1	173720	6
P77188	P77263	3	6	2	173720	6
P77694	P77802	5	4	0	173720	6
P77263	P77802	6	4	1	173720	6
P77263	P77694	6	5	0	173720	6
P0A8K1	P39285	1	2	0	174474	2
P06988	P60757	2	1	0	174050	8
P06986	P60757	3	1	1	174050	8
P06987	P60757	4	1	2	174050	8
P60595	P60757	5	1	3	174050	8
P10371	P60757	6	1	4	174050	8
P60664	P60757	7	1	5	174050	8
P06989	P60757	8	1	6	174050	8
P06986	P06988	3	2	0	174050	8
P06987	P06988	4	2	1	174050	8
P06988	P60595	2	5	2	174050	8
P06988	P10371	2	6	3	174050	8
P06988	P60664	2	7	4	174050	8
P06988	P06989	2	8	5	174050	8
P06986	P06987	3	4	0	174050	8
P06986	P60595	3	5	1	174050	8
P06986	P10371	3	6	2	174050	8
P06986	P60664	3	7	3	174050	8
P06986	P06989	3	8	4	174050	8
P06987	P60595	4	5	0	174050	8
P06987	P10371	4	6	1	174050	8
P06987	P60664	4	7	2	174050	8
P06987	P06989	4	8	3	174050	8
P10371	P60595	6	5	0	174050	8
P60595	P60664	5	7	1	174050	8
P06989	P60595	8	5	2	174050	8
P10371	P60664	6	7	0	174050	8
P06989	P10371	8	6	1	174050	8
P06989	P60664	8	7	0	174050	8
P0AA97	P40711	1	2	0	173698	3
P0AA97	P40710	1	3	1	173698	3
P40710	P40711	3	2	0	173698	3
P0AD03	P76272	1	2	0	174011	2
P08194	P09394	1	2	0	174091	2
P0AE18	P27249	1	2	0	173691	3
P0A9D8	P0AE18	3	1	1	173691	3
P0A9D8	P27249	3	2	0	173691	3
P0A7N4	P0AB28	2	1	0	173885	6
P0AB28	P27247	1	3	1	173885	6
P0A6R0	P0AB28	4	1	2	173885	6
P0AAI9	P0AB28	5	1	3	173885	6
P0AB28	P0AEK2	1	6	4	173885	6
P0A7N4	P27247	2	3	0	173885	6
P0A6R0	P0A7N4	4	2	1	173885	6
